shot,sub_start,sub_end
712,2236,2276
713,2286,2326
714,2286,2326
715,2281,2321
716,2271,2311
717,2251,2291
718,2281,2321
719,2291,2331
720,2281,2321
721,2266,2306
722,2276,2316
723,2286,2326
724,2281,2321
725,2251,2291
726,2256,2296
727,2256,2296
728,2256,2296
729,2261,2301
730,2276,2316
731,2241,2281
732,2276,2316
733,2226,2266
734,2291,2331
735,2291,2331
736,2246,2286
737,2306,2346
738,2251,2291
739,2251,2291
740,2256,2296
741,2276,2316
742,2196,2236
743,2216,2256
744,2206,2246
745,2261,2301
746,2246,2286
747,2206,2246
748,2286,2326
749,2291,2331
750,2286,2326
751,2266,2306
752,2281,2321
753,2256,2296
754,2301,2341
755,2271,2311
756,2296,2336
757,2306,2346
758,2251,2291
759,2271,2311
760,2281,2321
761,2276,2316
762,2301,2341
763,2271,2311
764,2286,2326
765,2256,2296
766,2286,2326
767,2261,2301
768,2271,2311
769,2266,2306
770,2281,2321
771,2296,2336
772,2281,2321
773,2286,2326
774,2296,2336
775,2231,2271
776,2271,2311
777,2276,2316
778,2276,2316
779,2246,2286
780,2281,2321
781,2241,2281
782,2256,2296
783,2291,2331
784,2286,2326
785,2291,2331
786,2271,2311
787,2251,2291
788,2281,2321
789,2271,2311
790,2266,2306
791,2276,2316
792,2276,2316
793,2246,2286
794,2271,2311
795,2266,2306
796,2271,2311
797,2286,2326
798,2251,2291
799,2256,2296
800,2276,2316
801,2261,2301
802,2271,2311
803,2296,2336
804,2266,2306
805,2291,2331
806,2256,2296
807,2276,2316
808,2281,2321
809,2271,2311
810,2271,2311
811,2246,2286
812,2256,2296
813,2176,2216
814,2241,2281
815,2231,2271
816,2256,2296
817,2266,2306
818,2306,2346
819,2246,2286
820,2246,2286
821,2276,2316
822,2301,2341
823,2316,2356
824,2216,2256
825,2271,2311
826,2281,2321
827,2266,2306
828,2251,2291
829,2291,2331
830,2271,2311
831,2296,2336
832,2281,2321
833,2276,2316
834,2271,2311
835,2261,2301
836,2251,2291
837,2231,2271
838,2246,2286
839,2251,2291
840,2276,2316
841,2251,2291
842,2246,2286
843,2271,2311
844,2311,2351
845,2276,2316
846,2316,2356
847,2286,2326
848,2251,2291
849,2256,2296
850,2246,2286
851,2246,2286
852,2311,2351
853,2276,2316
854,2266,2306
855,2271,2311
856,2291,2331
857,2271,2311
858,2261,2301
859,2261,2301
860,2301,2341
861,2296,2336
862,2261,2301
863,2271,2311
864,2286,2326
865,2276,2316
866,2281,2321
867,2256,2296
868,2236,2276
869,2281,2321
870,2301,2341
871,2246,2286
872,2296,2336
873,2241,2281
874,2276,2316
875,2281,2321
876,2276,2316
877,2276,2316
878,2271,2311
879,2301,2341
880,2291,2331
881,2306,2346
882,2271,2311
883,2276,2316
884,2266,2306
885,2281,2321
886,2251,2291
887,2276,2316
888,2256,2296
889,2266,2306
890,2226,2266
891,2236,2276
892,2286,2326
893,2261,2301
894,2291,2331
895,2236,2276
896,2276,2316
897,2301,2341
898,2246,2286
899,2296,2336
900,2256,2296
901,2231,2271
902,5481,5521
903,4761,4801
904,4291,4331
905,4016,4056
906,3711,3751
907,3611,3651
908,3411,3451
909,3331,3371
910,3216,3256
911,3031,3071
912,2986,3026
913,2911,2951
914,2866,2906
915,2816,2856
916,2731,2771
917,2651,2691
918,2596,2636
919,2566,2606
920,2546,2586
921,2481,2521
922,2471,2511
923,2401,2441
924,2406,2446
925,2326,2366
926,2361,2401
927,2316,2356
928,2306,2346
929,2286,2326
930,2291,2331
931,2276,2316
932,2271,2311
933,2306,2346
934,2301,2341
935,2261,2301
936,2291,2331
937,2271,2311
938,2271,2311
939,2246,2286
940,2261,2301
941,2261,2301
942,2261,2301
943,2266,2306
944,2251,2291
945,2271,2311
946,2301,2341
947,2276,2316
948,2251,2291
949,2286,2326
950,2266,2306
951,2231,2271
952,2256,2296
953,2291,2331
954,2266,2306
955,2286,2326
956,2246,2286
957,2266,2306
958,2246,2286
959,2286,2326
960,2271,2311
961,2231,2271
962,2251,2291
963,2246,2286
964,2256,2296
965,2241,2281
966,2291,2331
967,2221,2261
968,2261,2301
969,2271,2311
970,2241,2281
971,2301,2341
972,2281,2321
973,2236,2276
974,2256,2296
975,2256,2296
976,2276,2316
977,2256,2296
978,2281,2321
979,2276,2316
980,2301,2341
981,2251,2291
982,2276,2316
984,2276,2316
985,2226,2266
986,2246,2286
987,2276,2316
988,2256,2296
989,2261,2301
990,2281,2321
991,2241,2281
992,2281,2321
993,2291,2331
994,2281,2321
995,2286,2326
996,2276,2316
997,2316,2356
998,2261,2301
999,2291,2331
1000,2251,2291
1001,2256,2296
1002,2266,2306
1003,2311,2351
1004,2276,2316
1005,2266,2306
1006,2271,2311
1007,2256,2296
1008,2246,2286
1009,2231,2271
1010,2281,2321
1011,2226,2266
1012,2286,2326
1013,2296,2336
1014,2261,2301
1015,2271,2311
1016,2251,2291
1017,2241,2281
1018,2256,2296
1019,2281,2321
1020,2241,2281
1021,2211,2251
1022,2216,2256
1023,2261,2301
1024,2246,2286
1025,2286,2326
1026,2201,2241
1027,2271,2311
1028,2236,2276
1029,2246,2286
1030,2251,2291
1031,2271,2311
1032,2231,2271
1033,2271,2311
1034,2256,2296
1035,2221,2261
1036,2306,2346
1037,2276,2316
1038,2261,2301
1039,2231,2271
1040,2276,2316
1041,2266,2306
1042,2286,2326
1043,2251,2291
1044,2246,2286
1045,2346,2386
1046,2356,2396
1047,2276,2316
1048,2226,2266
1049,2241,2281
1050,2286,2326
1051,2266,2306
1052,2241,2281
1053,2286,2326
1054,2251,2291
1055,2241,2281
1056,2281,2321
1057,2266,2306
1058,2266,2306
1059,2301,2341
